onset	duration	nwb_table	fixcross_time	ExperimentID	trial_num	boundary_type	key	resp_value	leftright	accuracy	confidence	RT	frameName	stimuli_type	old_new	boundary1_time	boundary2_time	boundary3_time	stimCategory	Clip_name
1.09843625	8.09779025	encoding_table	0.0505395	70.0												6.922879			1.0	SB_10.mp4
10.2388295	8.667446749999998	encoding_table	9.212482249999999	70.0												14.2388295			0.0	NB_6.mp4
19.9445935	8.02868325	encoding_table	18.924612749999998	70.0												23.9445935			2.0	HB_28.mp4
28.939891749999997	7.5309617499999995	encoding_table	27.99177925	70.0												30.57482575			1.0	SB_3.mp4
37.44582525	7.980224999999997	encoding_table	36.489356	70.0												41.44582525	43.505323999999995		2.0	HB_5.mp4
59.521523249999994	7.965874500000005	encoding_table	58.461776	70.0												63.521523249999994			0.0	NB_8.mp4
68.523322	8.031266000000002	encoding_table	67.505933	70.0												72.523322			0.0	NB_1.mp4
77.533777	8.030430999999993	encoding_table	76.5734265	70.0												81.533777			2.0	HB_17.mp4
86.5423635	7.895964000000006	encoding_table	85.583141	70.0												90.5423635			2.0	HB_30.mp4
95.402306	8.432882000000006	encoding_table	94.45726499999999	70.0												99.402306			2.0	HB_22.mp4
114.46772525	7.964255499999993	encoding_table	113.46663674999999	70.0												118.46772525			2.0	HB_24.mp4
123.46419225	8.064696499999997	encoding_table	122.451185	70.0												127.46419225			2.0	HB_18.mp4
132.461571	8.265128250000004	encoding_table	131.54779175	70.0												136.461571			2.0	HB_27.mp4
141.6782155	8.664399500000002	encoding_table	140.74543475	70.0												144.59720025	145.93957375		1.0	SB_20.mp4
151.36361825	8.197016749999989	encoding_table	150.3615145	70.0												155.36361825			0.0	NB_18.mp4
160.58785325	7.832155499999999	encoding_table	159.5795455	70.0												164.58785325			2.0	HB_29.mp4
169.44095625	8.265985999999998	encoding_table	168.43894899999998	70.0												173.44095625			0.0	NB_21.mp4
228.07686475	7.166065250000003	encoding_table	227.15248125	70.0												232.07686475			0.0	NB_20.mp4
236.19292725	8.050063749999993	encoding_table	235.26177725	70.0												240.19292725	237.74497749999998		2.0	HB_1.mp4
245.24365999999998	7.932216000000011	encoding_table	244.26183075	70.0												247.94191849999999	249.49576449999998		1.0	SB_23.mp4
254.2334565	7.996109499999989	encoding_table	253.19472599999997	70.0												258.2334565			0.0	NB_19.mp4
263.30461475	7.764466500000026	encoding_table	262.24846049999996	70.0												267.30461475			0.0	NB_23.mp4
272.1154815	8.062028250000026	encoding_table	271.08820875	70.0												277.9684455			1.0	SB_12.mp4
288.03576625	7.947296249999965	encoding_table	287.01940525	70.0												292.03576625	290.3951715		2.0	HB_2.mp4
297.0969495	7.299609250000003	encoding_table	296.002003	70.0												301.0969495			0.0	NB_28.mp4
305.42144774999997	8.232906000000014	encoding_table	304.41551999999996	70.0												308.0058625	310.31681825		1.0	SB_19.mp4
