onset	duration	nwb_table	fixcross_time	ExperimentID	trial_num	boundary_type	key	resp_value	leftright	accuracy	confidence	RT	frameName	stimuli_type	old_new	boundary1_time	boundary2_time	boundary3_time	stimCategory	Clip_name
1.06846275	8.032867249999999	encoding_table	0.05655475	70.0												5.06846275			0.0	NB_24.mp4
10.18234225	7.932216249999998	encoding_table	9.116686249999999	70.0												12.88060075	14.43444675		1.0	SB_23.mp4
19.071072	8.066315749999998	encoding_table	18.13049825	70.0												23.071071999999997			2.0	HB_20.mp4
28.1604755	8.229758499999999	encoding_table	27.15492625	70.0												32.1604755			0.0	NB_26.mp4
37.470909	7.113588499999999	encoding_table	36.40934675	70.0												41.470909			0.0	NB_25.mp4
45.5747065	7.9832719999999995	encoding_table	44.6036855	70.0												49.5747065			0.0	NB_11.mp4
54.58672125	8.197423999999998	encoding_table	53.577170249999995	70.0												56.074423249999995			1.0	SB_6.mp4
68.803867	8.366701000000006	encoding_table	67.7603795	70.0												72.803867			0.0	NB_29.mp4
78.1299925	8.031819749999997	encoding_table	77.18949024999999	70.0												82.1299925	81.00816025	84.35035125	2.0	HB_11.mp4
87.20979349999999	7.863858000000008	encoding_table	86.18104199999999	70.0												92.77667274999999			1.0	SB_4.mp4
95.99258449999999	8.06423375	encoding_table	95.09256674999999	70.0												99.99258449999999			2.0	HB_16.mp4
105.07873149999999	7.965874500000012	encoding_table	104.07609624999999	70.0												109.07873149999999			0.0	NB_8.mp4
114.0778575	8.064696249999997	encoding_table	113.0638915	70.0												118.0778575			2.0	HB_18.mp4
129.12435825	7.299609000000004	encoding_table	128.222951	70.0												133.12435825			0.0	NB_28.mp4
137.521393	8.145237500000007	encoding_table	136.44289849999998	70.0												140.94827125			1.0	SB_14.mp4
146.75223524999998	9.165864749999997	encoding_table	145.6855965	70.0												147.8236585	148.88732425		1.0	SB_22.mp4
156.99232849999999	7.298875250000009	encoding_table	155.9372955	70.0												160.726736			1.0	SB_8.mp4
