onset	duration	nwb_table	fixcross_time	ExperimentID	trial_num	boundary_type	key	resp_value	leftright	accuracy	confidence	RT	frameName	stimuli_type	old_new	boundary1_time	boundary2_time	boundary3_time	stimCategory	Clip_name
1.11832825	7.966349	encoding_table	0.05157625	70.0												5.118328249999999			0.0	NB_27.mp4
10.0643175	8.10457425	encoding_table	9.09629725	70.0												10.6159865	11.896295499999999	13.65098225	1.0	SB_30.mp4
19.206329	8.099815499999998	encoding_table	18.18308125	70.0												23.206329			0.0	NB_5.mp4
28.28126125	7.86385825	encoding_table	27.32051	70.0												33.8481405			1.0	SB_4.mp4
37.07582925	8.05006375	encoding_table	36.157985499999995	70.0												41.07582925	38.6278795		2.0	HB_1.mp4
52.070158	8.433393500000001	encoding_table	51.06585275	70.0												54.42762825	55.621891749999996		1.0	SB_25.mp4
61.5835375	7.299609249999996	encoding_table	60.51847925	70.0												65.58353749999999			0.0	NB_28.mp4
69.95085399999999	7.298875250000009	encoding_table	68.89806875	70.0												73.6852615			1.0	SB_8.mp4
78.35409225	8.263464499999998	encoding_table	77.26456424999999	70.0												82.35409225			0.0	NB_10.mp4
87.5987955	8.034106750000007	encoding_table	86.63208625	70.0												91.5987955			0.0	NB_12.mp4
96.62530625	7.947296500000007	encoding_table	95.6473585	70.0												100.62530625	98.98471149999999		2.0	HB_2.mp4
105.517489	7.998688999999999	encoding_table	104.5874065	70.0												108.3854755	109.47781825		1.0	SB_24.mp4
119.91061674999999	8.930501250000006	encoding_table	118.94387574999999	70.0												122.74208775	124.52654174999999		1.0	SB_18.mp4
129.86651974999998	8.198642750000005	encoding_table	128.855784	70.0												133.86651974999998			0.0	NB_13.mp4
139.08988349999998	9.165864749999997	encoding_table	138.07982475	70.0												140.16130675	141.2249725		1.0	SB_22.mp4
149.202608	7.929910500000005	encoding_table	148.27052375	70.0												153.202608			0.0	NB_3.mp4
158.070776	8.464248499999997	encoding_table	157.14735825	70.0												159.80596275	161.46407925	162.95384375	1.0	SB_26.mp4
175.62666124999998	8.030660000000012	encoding_table	174.64695125	70.0												179.62666124999998	177.4776255	181.4959735	2.0	HB_8.mp4
184.7383285	8.229758500000003	encoding_table	183.67205174999998	70.0												188.7383285			0.0	NB_26.mp4
193.92006024999998	7.629767500000014	encoding_table	192.98306	70.0												195.203833	197.71931325		1.0	SB_16.mp4
202.56478049999998	7.965894750000018	encoding_table	201.56462349999998	70.0												204.1070235	205.679361	207.12494725	1.0	SB_27.mp4
211.470786	6.871070249999974	encoding_table	210.545523	70.0												215.470786			0.0	NB_4.mp4
219.42957074999998	7.997697500000015	encoding_table	218.356645	70.0												223.42957074999998			0.0	NB_30.mp4
228.49543599999998	8.333004500000015	encoding_table	227.44210675	70.0												230.2835015			1.0	SB_11.mp4
241.471398	7.832155499999999	encoding_table	240.45852725	70.0												245.471398			2.0	HB_29.mp4
250.296372	8.034264250000007	encoding_table	249.31845825	70.0												256.08220675			1.0	SB_13.mp4
259.3433625	7.931876749999958	encoding_table	258.345335	70.0												263.3433625	261.60825525	265.550505	2.0	HB_13.mp4
268.36764675	7.895963999999992	encoding_table	267.290266	70.0												272.36764675			2.0	HB_30.mp4
277.359511	8.664399749999973	encoding_table	276.2785015	70.0												280.27849575	281.62086925		1.0	SB_20.mp4
292.72128625	8.031004999999993	encoding_table	291.72160825	70.0												296.72128625			2.0	HB_21.mp4
301.77275025	8.033364249999977	encoding_table	300.76690475	70.0												305.77275025	304.520442	307.69451275	2.0	HB_14.mp4
310.902721	8.033506499999987	encoding_table	309.820781	70.0												314.902721	312.54045874999997	316.829862	2.0	HB_12.mp4
319.96678549999996	8.064234000000056	encoding_table	318.95106599999997	70.0												323.96678549999996			2.0	HB_16.mp4
329.10090525	7.931666249999978	encoding_table	328.04574825	70.0												333.10090525			2.0	HB_23.mp4
